infant,event_number,event_time_s,precursor_start_s,precursor_end_s,control_start_s,control_end_s,risk_label,window_type,ecg_mean,ecg_std,ecg_rms,r_peak_count,mean_rr,std_rr,mean_hr,min_hr,max_hr,std_hr,sdnn,rmssd,resp_mean,resp_std,resp_rms,resp_peak_count,mean_resp_interval,std_resp_interval,mean_resp_rate,std_resp_rate
2,,,,,14753.164,14768.164,0,control,9.003845121897651e-05,0.13357665061283147,0.1335766809584111,34,0.4443030303030303,0.0033073366423375283,135.05042304953568,132.7433628318584,136.36363636363652,1.0015032988858361,3.3586162374262285,2.645751311064547,-0.013216900084291985,0.35313309817635435,0.3533803495887524,11,1.456,0.22321290285285927,41.97119006520742,5.0253007727762595
2,,,,,83082.83,83097.83,0,control,-0.00023872468698750223,0.1360063895287253,0.13600659903885376,33,0.4439375,0.027854462725926,135.73089964530845,114.06844106463878,176.4705882352941,9.333181268140507,28.300162429717393,42.17169208015289,-0.20674946197626226,1.1678687455690342,1.1860281391705945,11,1.3739999999999999,0.40959003894137874,48.41322768857412,16.411420351785445
2,,,,,116128.184,116143.184,0,control,0.0005460478614169292,0.23777300256249892,0.2377736295636105,30,0.4972413793103448,0.13117549581208288,128.32509318535926,69.44444444444446,191.08280254777065,30.222208776404912,133.49736625877512,178.20854557031132,-0.6026944794301036,1.9637371530587586,2.054143189224851,6,1.8920000000000001,0.8602883237612845,38.81361357460712,17.227124906320846
2,,,,,120167.988,120182.988,0,control,-6.413573103355367e-05,0.15366116391797,0.15366117730258752,29,0.5204285714285714,0.1599565629813804,123.9441057021521,67.8733031674208,181.81818181818178,28.86888708201332,162.89179061492152,238.92878219871898,-0.0024783241987439085,0.07197628445109555,0.07201893927446516,11,1.422,0.7871187966247537,50.781284470372455,16.999431920247392
2,,,,,153792.438,153807.438,0,control,0.0013821570944423285,0.2588786992816963,0.2588823889336945,33,0.4544375,0.14501959727481661,140.0121241607938,53.003533568904565,197.36842105263256,27.483968297216382,147.3400581713455,196.9784661556492,-0.03266325327753528,1.335085855796514,1.3354853538929519,9,1.4175,0.39704376333094565,45.38182481332211,11.220847086058601
3,,,,,27729.666,27744.666,0,control,-0.00043569708468500963,0.19899332293347166,0.19899379991360172,30,0.4957241379310345,0.11912059856954721,127.0563852283164,71.59904534606197,158.73015873015868,25.415861200107845,121.22909143781237,148.01351289662762,0.11344212876492535,0.9617461011194,0.9684134858608099,9,1.6400000000000001,0.7300000000000005,43.27009449338324,15.521843538432098
3,,,,,57212.18,57227.18,0,control,-0.00038255459878010976,0.2039382373878347,0.20393859619228005,30,0.496,0.006454081841268645,120.9884858816752,119.04761904761894,124.99999999999989,1.5943410315057058,6.568322247184416,4.6291004988627735,-0.0558556003840084,1.0342376328613376,1.0357448186309606,11,1.3519999999999999,0.375893601967365,47.519782583760644,11.765354187112633
3,,,,,70430.948,70445.948,0,control,-0.0014049085168160744,0.19048239437928646,0.19048757528092652,32,0.47574193548387095,0.017187707051065808,126.28104587218755,116.73151750972778,132.7433628318584,4.493262414072799,17.47182063006121,7.375635565834317,0.021377096485835332,0.46739808491528745,0.4678866850388489,9,1.1925,0.3832672044409746,54.42198356474144,13.06135458998394
3,,,,,78290.984,78305.984,0,control,-0.00021308031629468238,0.17222920563948182,0.17222933744989008,35,0.42158823529411765,0.002819236933252185,142.3253032175793,140.18691588785046,143.54066985645957,0.9483051730957353,2.861633852643521,1.8422647458873949,-0.05463220416674183,0.39875780548543993,0.4024828756204175,11,1.408,0.5321052527461085,47.97921853876768,14.9813976393609
4,,,,,37974.38,37989.38,0,control,-0.03852692057321558,0.5484562672130535,0.5498077851887251,42,0.3567317073170732,0.00487414477923775,168.22517402263227,164.83516483516448,172.41379310344834,2.3089734126006984,4.934695483228412,2.5690465157329783,-0.11802659807805928,1.0215933709982237,1.028388687958689,9,1.7525,0.7796754132329684,39.4318208340388,13.008600561607746
4,,,,,74351.442,74366.442,0,control,0.0014035666379736387,0.41505199827009115,0.4150543714590933,47,0.3177391304347826,0.002110375843393446,188.84248334673967,186.3354037267075,191.08280254777173,1.254059249143885,2.133695621411699,2.7162065049953514,0.16263433584096393,0.9749591647478596,0.9884307260098076,11,1.4020000000000001,0.5169487402054481,47.245817803338696,13.22923311594193
4,,,,,75491.442,75506.442,0,control,0.0006351815789122618,0.2659807926891701,0.26598155111811317,39,0.38605263157894737,0.006996041619226543,155.46910985928753,146.3414634146341,159.57446808510588,2.7538487514712706,7.089952420154645,4.423524337851854,0.05901334141398756,0.4489619133714439,0.4528237782217181,12,1.2999999999999998,0.317031687547303,48.963960259448875,11.887343953469436
4,,,,,91295.668,91310.668,0,control,-0.0007337966404019077,0.3082223790846485,0.3082232525720768,43,0.3542380952380953,0.0022340388772837303,169.38434330000038,166.6666666666667,171.42857142857162,1.0685695769817978,2.261119125129252,2.337394839162905,0.10265270688545872,1.1307288474704769,1.135378925615948,9,1.76,1.4818906842274164,45.74603977394909,14.638863167275465
4,,,,,138835.762,138850.762,0,control,-0.00030282311824563455,0.2960860319084852,0.29608618676519416,46,0.3277777777777778,0.0025376182086436524,183.06176417614168,179.6407185628735,185.18518518518528,1.4101406240222771,2.566292770877654,1.9306145983270604,0.0790220572165179,0.3272993083340689,0.3367036126368271,13,1.185,0.23708296719362484,52.48830878914703,9.495141976503996
5,,,,,28776.5,28791.5,0,control,-0.0007473270241087818,0.3385357877646209,0.3385366126360536,37,0.4001111111111111,0.16894834479768228,162.07230225375,46.72897196261686,200.0000000000001,31.86644860582734,171.34489492212194,206.01026326721814,1.3129057746813591e-05,0.0008194471358965611,0.0008195523050339108,11,1.3479999999999999,0.4360917334690034,49.06019196510971,14.636399162018881
5,,,,,47835.68,47850.68,0,control,-0.0017838677800450001,0.21830446068828346,0.2183117489753105,33,0.463125,0.04285713913690453,130.7006693139868,94.33962264150944,189.87341772151856,12.993441298994158,43.54289690601369,52.40044323870646,-2.5119249061116287e-06,0.0007636836615896631,0.0007636877927175011,10,1.5422222222222222,0.2752686678613693,40.17082612973023,7.255445007460967
5,,,,,109935.132,109950.132,0,control,0.0067941636011247435,0.21742434003601901,0.21753046751923572,37,0.4005555555555555,0.06381328860409193,152.6241635972733,95.5414012738856,187.49999999999983,18.108631733122845,64.71848684636046,77.81296256316892,-0.03107916320231479,0.4278409405938401,0.42896827951910144,14,1.1384615384615384,0.2637553106675302,55.34630595407671,11.642476503984321
5,,,,,145035.832,145050.832,0,control,0.0007065405556035206,0.1932503685793242,0.19325166016260084,39,0.3872631578947368,0.002730762478120608,154.94112407792602,153.06122448979545,157.89473684210495,1.0946197422200055,2.7674186481982623,3.084398403824366,-0.0009405966669116476,0.3319064504179643,0.33190778320362174,12,1.2072727272727273,0.3681178395590911,53.78443432456922,13.605410484912301
5,,,,,150242.48,150257.48,0,control,-0.0017181930554954641,0.25706783928383303,0.25707358125920793,37,0.39888888888888885,0.047624560527443204,151.9669967133267,92.59259259259261,180.72289156626513,13.372359647043064,48.30011995121326,53.01859512068795,-0.029915124666267605,0.6440325870755452,0.6447269871030823,9,1.4575,0.4943113897130025,46.921955438156516,17.38188378987541
6,,,,,77829.986,77844.986,0,control,-0.00014212700828768163,0.254909144242953,0.25490918386507994,31,0.4885333333333333,0.028867205537695523,123.21508625279131,102.0408163265306,130.43478260869566,6.7645803145526875,29.360697789947828,29.26219168259571,-0.004448802987383616,0.5192504469586054,0.5192695047032244,12,1.2672727272727273,0.30597358498854715,50.24193463549216,12.297452502362326
6,,,,,119003.64,119018.64,0,control,-0.0004108658247623257,0.2099454281245964,0.20994583015898657,34,0.4369090909090909,0.006440231674562479,137.3577790766293,131.0043668122271,140.18691588785077,1.9977062666455776,6.540086182362318,4.286607049870445,-0.023222732855639822,0.7570907046463345,0.7574467838621851,10,1.5644444444444443,0.24253802043808448,39.32399082501982,6.326882835438037
6,,,,,136501.28,136516.28,0,control,-0.002151959341790567,0.45039457102810315,0.45039971196771184,35,0.42517647058823527,0.03908397489285851,142.28304360379494,107.1428571428574,188.6792452830191,12.966317411645155,39.67173682002439,56.942288700263916,-0.3333801410860074,1.68126287949723,1.7139974295330327,10,1.6111111111111112,0.8091208458628887,44.91452544872961,16.72521182674291
6,,,,,156230.116,156245.116,0,control,0.001416620447838846,0.24415195739492684,0.24415606712360724,34,0.4397575757575758,0.015101736410356857,136.597531661228,126.05042016806699,143.5406698564593,4.625183619059556,15.335885821803538,7.75403120963515,-0.02285514424504543,0.4975917440628581,0.4981163532529109,12,1.3145454545454547,0.32996869373165577,48.72223588887483,12.615645186232946
6,,,,,169740.128,169755.128,0,control,0.001945646388553208,1.2134945060939057,1.2134960658609328,35,0.43147058823529416,0.07297269243237797,141.2234535762117,71.09004739336498,161.290322580645,12.985982227918491,74.07008773191222,106.21647421158042,0.2035539757172283,1.0690701418722848,1.0882762467650926,11,1.354,0.29853642993778823,46.27020806213125,9.184628473550287
7,,,,,3517.98,3532.98,0,control,-0.0018694830699928333,0.13475885253789271,0.1347718193996004,44,0.3443255813953488,0.049139441332084956,176.15050888978337,90.6344410876133,181.81818181818184,13.321650336083891,49.720993424849524,72.26406602243766,-0.2087550125703405,1.0791989634285681,1.099203829113845,10,1.5222222222222224,0.5441768049648278,45.08984770612677,16.584994799968715
7,,,,,12156.13,12171.13,0,control,-0.001483698557243275,0.15453681229829114,0.15454393458407237,37,0.4012777777777778,0.017069483997784393,149.78168334498972,136.36363636363652,156.25000000000003,6.099754765574065,17.311616432097374,4.863860900266642,0.2584550064669198,0.47313023850390895,0.5391207777062402,12,1.1945454545454544,0.258258631339123,52.36792414191486,10.060235170548891
7,,,,,37042.418,37057.418,0,control,3.643900774768844e-05,0.1435226336915426,0.14352263831729828,41,0.3651,0.038930579240488844,165.5326589275506,99.66777408637898,182.92682926829252,11.319253684541968,39.426530180213206,41.62100061636742,0.04447547482966735,0.5281920486375857,0.5300612305246385,12,1.2545454545454544,0.265068212022478,50.079221862603504,10.955996896310847
7,,,,,40550.918,40565.918,0,control,0.0008982428489235136,0.14464968113111812,0.14465247004994347,38,0.38956756756756755,0.024050105962052995,154.585168456865,138.88888888888877,163.93442622950835,9.210071192404273,24.381847232612962,4.3716256828682525,0.0031709366680710976,0.7188544170640017,0.7188614106848265,12,1.18,0.24015146735493273,52.857123636344426,10.03519966618913
7,,,,,54881.184,54896.184,0,control,-0.0004322142643405796,0.1356787411318951,0.13567942955476378,37,0.3984444444444445,0.0034354721852755464,150.59671236316018,147.05882352941177,153.06122448979613,1.2876690008844345,3.4842047212645233,3.277629805645404,-0.004472796325832552,0.22479383751547033,0.22483833145596877,15,1.01,0.034434202266268435,59.47686926339257,2.0844583522288542
8,,,,,28958.894,28973.894,0,control,-0.00035816637745155036,0.26000355341138476,0.2600038001062691,34,0.4478787878787879,0.01163004879157432,134.05598391843952,128.2051282051282,141.50943396226418,3.5119461202582993,11.810370378817478,8.732124598286612,0.009651507864794705,0.3388079273774134,0.33894536913467754,12,1.3163636363636364,0.258642354939393,47.8819730993644,11.785402767167518
8,,,,,32768.894,32783.894,0,control,-5.896744097591539e-05,0.2683258664587111,0.26832587293806975,35,0.42747058823529416,0.008321606512452824,140.41306755958462,133.92857142857144,144.2307692307697,2.6993391239484397,8.446750474761762,2.4120907566222116,-0.026822586104492625,0.6320281861093512,0.6325970906999254,10,1.4577777777777778,0.30658614079634294,43.7556515938326,12.55289473095455
8,,,,,36173.894,36188.894,0,control,0.0002273211109009935,0.25988791020795654,0.2598880096255815,33,0.455,0.014798648586948723,132.0060998253762,123.45679012345707,138.2488479262675,4.243868998997207,15.035441999789422,4.9513764785416265,0.007849958161032655,0.5676581544977118,0.5677124291495458,11,1.374,0.38315010113531217,46.88286386550066,11.712257387580147
8,,,,,79863.896,79878.896,0,control,0.000494106060258573,0.27372666422662534,0.2737271101835448,32,0.4667096774193548,0.02707003288769896,128.98424840410846,116.27906976744185,139.53488372093003,7.329176389215972,27.51750176207511,8.334666560017334,0.1210759238194254,1.3942946537369616,1.3995416966879553,13,1.1916666666666667,0.2742818906810209,53.020815073434555,11.713002019925195
8,,,,,85362.518,85377.518,0,control,2.5223095994867608e-06,0.2965013922714699,0.2965013922821984,36,0.4145142857142857,0.04076509110821684,146.16974137912794,107.52688172043014,194.80519480519465,14.851321465120954,41.36023340798527,63.802083683473256,0.12411508553281028,1.155871844148345,1.162516354530857,12,1.249090909090909,0.2867198361864936,50.733652590831646,12.089416122081325
9,,,,,32062.57,32077.57,0,control,0.0005510321773795846,0.28378218345437256,0.28378271843541086,36,0.41697142857142855,0.0029998639424929172,143.90217020222764,141.50943396226432,145.6310679611651,1.0312469175297714,3.043659893322222,2.3263199921511477,-0.15265046422308198,0.6883791701937582,0.7051014438959613,11,1.3079999999999998,0.3511353015576759,49.33656357128997,13.232761286002038
9,,,,,83090.842,83105.842,0,control,-0.004185878278255289,0.2822025021628699,0.2822335447886111,39,0.3796842105263158,0.004952964360428874,158.05309895542445,154.639175257732,163.04347826086942,2.072899398650272,5.019450078406584,3.1878146373591716,-0.024004925911274465,1.225546355766541,1.2257814269275966,6,2.732,0.99828653201373,26.55854578579765,13.340307126772847
9,,,,,116431.834,116446.834,0,control,0.0006117903494581424,0.22066538129849594,0.22066622938511074,36,0.4197714285714286,0.005732542264678639,142.96178875242785,138.88888888888877,147.7832512315269,1.9670444305655488,5.816233439999792,3.6941925807314906,0.09085852478973305,0.5091114981047135,0.517155478583948,11,1.232,0.10322790320451117,49.10226633669482,4.817291199328494
9,,,,,119521.834,119536.834,0,control,0.0009161196403316782,0.22078496361434805,0.2207868642681996,38,0.39945945945945943,0.00653718922405175,150.24395054733208,147.05882352941197,156.24999999999986,2.503925706129948,6.627361610921879,2.333333333333325,0.021074800217220652,0.5480877165432623,0.5484927458315225,13,1.1633333333333333,0.3577553478131236,55.77470068507942,14.269438277373618
9,,,,,173034.97,173049.97,0,control,0.001724509739547754,0.23932808472295103,0.2393342977322678,35,0.4334705882352941,0.016141352254230655,138.6073752566261,127.65957446808493,146.34146341463415,5.09813580369243,16.384092976841842,7.302967433402309,0.03149431158014743,0.4624486562760294,0.4635198500101291,11,1.316,0.3659289548532612,49.55738642487718,14.504483723675694
10,,,,,27781.108,27796.108,0,control,0.0009726734171818092,0.14586890512867057,0.1458721480510025,25,0.5781666666666666,0.23154331248290358,119.41559253648222,54.249547920434004,193.548387096775,41.00855974229452,236.52330828550242,255.42632733461957,0.03498411776286107,0.8309315429329195,0.8316676725330425,10,1.4955555555555555,0.6037496006184297,46.19605674386934,16.064422885447023
10,,,,,74665.62599999999,74680.62599999999,0,control,-0.0006830541105467579,0.20612875705996203,0.20612988878375402,29,0.5155000000000001,0.16742642307251618,127.49193677067647,66.3716814159292,167.5977653631285,34.878140664588486,170.49872379233474,244.59550887733627,-0.11033258182994916,2.1993361223081473,2.2021018726441106,9,1.6,0.5474486277268398,42.33434931010626,14.710757715439588
10,,,,,107510.644,107525.644,0,control,0.0003185070374053572,0.12834747541325656,0.1283478706161087,36,0.4186857142857143,0.009738792616780243,143.38217681149274,136.98630136986338,147.7832512315271,3.2935150677841873,9.880972292511423,4.3521461913164625,-0.031051505997521402,0.30579000310779686,0.3073625254083206,12,1.2145454545454546,0.21760529891457717,51.28297806573311,10.670863496721623
10,,,,,119658.714,119673.714,0,control,-0.007061985875921433,0.2556071468432797,0.2557046834961645,40,0.3709230769230769,0.04430395283365122,163.3089843065314,100.3344481605351,169.49152542372835,13.034366757246806,44.883114053344244,45.96337214508277,0.8183730768902999,3.3581092613252963,3.456390068261629,7,2.1333333333333333,0.6802613876706185,31.49675799093144,10.977961560026293
10,,,,,142112.578,142127.578,0,control,-0.00023140508781688117,0.13183188498633233,0.1318320880793603,36,0.41125714285714293,0.009610538433386218,145.9730990577753,139.53488372092974,150.7537688442212,3.380141447479402,9.750845686228477,4.537426064865669,-0.08283171718599622,0.45169511161546877,0.4592271412158603,13,1.1466666666666667,0.16977108770995772,53.606340353563475,8.71122065833353
3,,,,,131788.63,131803.63,0,control,-0.0005124680708211377,0.19521361645900048,0.1952142891146172,34,0.4424848484848485,0.09962600403269475,139.4782417348733,71.25890736342042,146.3414634146341,17.261642550074225,101.17068535775365,146.57591889529488,0.268664652718103,1.119031564594756,1.1508311510293447,7,2.39,0.9125605002774702,31.786335532183923,19.23193706376176
